Name,Price,Car_Age,Fuel_Type_Petrol,Transmission_Manual,Engine,KMs_Driven,Engine_Liters
Toyota Innova 2.5 VX (Diesel) 7 Seater,10.5,13,False,True,2494,162663,2.494
Toyota Corolla Altis GL MT,10.5,11,True,True,1798,60750,1.798
Audi A6 2.8 FSI,10.5,17,True,False,2773,41000,2.773
Hyundai Creta 1.4 E Plus Diesel,10.5,7,False,True,1396,13000,1.396
Toyota Innova 2.5 G (Diesel) 8 Seater,10.5,11,False,True,2494,194000,2.494
Maruti Vitara Brezza ZDi Plus,10.49,6,False,True,1248,34688,1.248
BMW 3 Series 320i Sedan,10.49,15,True,False,1995,59660,1.995
Honda City i VTEC VX,10.49,9,True,True,1497,36891,1.497
BMW 3 Series 320i Sedan,10.49,15,True,False,1995,48394,1.995
Mercedes-Benz New C-Class C 220 CDI Elegance AT,10.48,14,False,False,2143,42408,2.143
Maruti Vitara Brezza ZDi,10.46,7,False,True,1248,64456,1.248
Toyota Fortuner 3.0 Diesel,10.45,15,False,True,2982,122000,2.982
Ford EcoSport 1.5 Petrol Titanium Plus AT,10.44,7,True,False,1497,27852,1.497
Toyota Innova 2.5 V Diesel 7-seater,10.4,12,False,True,2494,51450,2.494
Mercedes-Benz E-Class 2009-2013 E350 Petrol,10.4,15,True,False,3498,73000,3.498
Mercedes-Benz New C-Class 220 CDI MT,10.36,17,False,True,2148,50135,2.148
Mahindra Thar CRDe AC,10.36,6,False,True,2498,16392,2.498
Audi A4 New 2.0 TDI Multitronic,10.35,13,False,False,1968,60000,1.968
Maruti Vitara Brezza ZDi Plus Dual Tone,10.34,8,False,True,1248,25299,1.248
Mahindra Scorpio 1.99 S10 4WD,10.31,9,False,True,1997,56739,1.997
Volkswagen Vento 1.5 TDI Highline AT,10.3,9,False,False,1498,45492,1.498
BMW 3 Series 320d,10.3,14,False,False,1995,70000,1.995
BMW 3 Series 2005-2011 325i Sedan,10.3,16,True,False,2497,70521,2.497
Honda City V MT,10.28,7,True,True,1497,11966,1.497
Mahindra XUV500 W10 2WD,10.25,10,False,True,2179,62000,2.179
Hyundai Creta 1.6 SX Option,10.25,9,True,True,1591,29477,1.591
Honda City i DTEC VX Option,10.25,9,False,True,1498,36000,1.498
Audi A4 New 2.0 TDI Multitronic,10.25,13,False,False,1968,69000,1.968
Toyota Innova 2.5 G (Diesel) 7 Seater,10.25,10,False,True,2494,100000,2.494
Hyundai Creta 1.4 CRDi S Plus,10.25,10,False,True,1396,32000,1.396
Mercedes-Benz E-Class 2009-2013 E350 Petrol,10.24,16,True,False,3498,43600,3.498
Mahindra Scorpio S8 8 Seater,10.23,9,False,True,2179,72118,2.179
Audi A4 New 2.0 TDI Multitronic,10.2,13,False,False,1968,60000,1.968
Maruti Vitara Brezza ZDi Plus,10.19,7,False,True,1248,57078,1.248
Hyundai Creta 1.4 CRDi S,10.17,9,False,True,1396,42784,1.396
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,10.15,14,True,False,1796,36000,1.796
Maruti Vitara Brezza ZDi Plus,10.15,7,False,True,1248,52380,1.248
Toyota Corolla Altis G AT,10.11,9,True,False,1798,52001,1.798
Honda City i VTEC V,10.11,7,True,True,1497,5000,1.497
Toyota Innova 2.5 LE 2014 Diesel 7 Seater,10.1,11,False,True,2494,102418,2.494
Mahindra XUV500 W8 2WD,10.09,11,False,True,2179,86091,2.179
Mahindra Scorpio 1.99 S4 Plus,10.08,8,False,True,1997,26741,1.997
Honda City i-VTEC V,10.07,7,True,True,1497,11732,1.497
Toyota Innova 2.5 G4 Diesel 7-seater,10.05,14,False,True,2494,82321,2.494
Renault Duster 110PS Diesel RxL AMT,10.0,9,False,False,1461,26000,1.461
BMW X1 sDrive20d,10.0,13,False,False,1995,85000,1.995
Skoda Superb Elegance 1.8 TSI AT,10.0,13,True,False,1798,95000,1.798
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,10.0,15,True,True,1796,34000,1.796
Audi A4 2.0 TDI Multitronic,10.0,15,False,False,1968,59000,1.968
Honda City i-VTEC VX,10.0,8,True,True,1497,29000,1.497
Mercedes-Benz E-Class 280 CDI,10.0,20,False,False,2987,131000,2.987
Skoda Octavia Elegance 1.8 TSI AT,10.0,11,True,False,1798,76000,1.798
Volkswagen Vento 1.5 TDI Highline,10.0,8,False,True,1498,28000,1.498
Mercedes-Benz New C-Class 230 Avantgarde,10.0,16,True,False,1796,29000,1.796
BMW X1 sDrive 20d Exclusive,10.0,13,False,False,1995,115000,1.995
Volkswagen Vento 1.5 TDI Highline AT,10.0,9,False,False,1498,19000,1.498
Mahindra Scorpio S10 AT 4WD,10.0,8,False,False,2179,66988,2.179
Tata Safari Storme VX,10.0,9,False,True,2179,36000,2.179
Mercedes-Benz E-Class E270 CDI,10.0,20,False,False,2987,54000,2.987
Mercedes-Benz New C-Class 200 CDI Classic,10.0,14,False,True,2148,65000,2.148
Renault Duster 110PS Diesel RXZ Option,10.0,9,False,True,1461,26000,1.461
Audi Q5 2008-2012 2.0 TFSI Quattro,10.0,16,True,False,1984,99100,1.984
Mercedes-Benz S Class 2005 2013 S 350 L,9.99,18,True,False,3498,55000,3.498
Ford EcoSport 1.5 Petrol Titanium Plus AT,9.99,8,True,False,1497,14000,1.497
Mercedes-Benz E-Class 280 CDI,9.99,16,False,False,2987,85000,2.987
Maruti Ciaz 1.4 Zeta,9.96,7,True,True,1373,15982,1.373
Audi A4 2.0 TDI,9.95,16,False,False,1968,34000,1.968
Maruti Ciaz Zeta,9.95,7,True,True,1462,25692,1.462
Audi A4 2.0 TDI,9.95,16,False,False,1968,46000,1.968
Mitsubishi Pajero 2.8 SFX 7Str,9.95,13,False,True,2835,116000,2.835
Maruti Ciaz 1.4 AT Alpha,9.95,8,True,False,1373,15234,1.373
Hyundai Creta 1.6 CRDi SX,9.95,10,False,True,1582,83950,1.582
BMW 3 Series 320d,9.92,16,False,False,1995,103905,1.995
Maruti Ciaz 1.4 Alpha,9.9,7,True,True,1373,41283,1.373
Honda WRV i-VTEC VX,9.9,7,True,True,1199,37430,1.199
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,9.9,7,False,True,1497,14000,1.497
Hyundai Creta 1.4 E Plus Diesel,9.9,8,False,True,1396,35000,1.396
Maruti Ertiga ZDI Plus,9.9,9,False,True,1248,42000,1.248
Mahindra XUV500 W8 2WD,9.9,10,False,True,2179,72007,2.179
Maruti Baleno Alpha Automatic,9.89,7,True,False,1197,12831,1.197
Maruti Vitara Brezza ZDi,9.88,8,False,True,1248,21789,1.248
Chevrolet Cruze LTZ,9.87,7,False,True,1991,52073,1.991
BMW 3 Series 320i Sedan,9.86,15,True,False,1995,70749,1.995
Skoda Rapid 1.5 TDI AT Elegance Plus Black Package,9.86,9,False,False,1498,54620,1.498
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,9.85,9,True,True,1591,68000,1.591
Audi A4 3.0 TDI Quattro Premium,9.8,15,False,False,2967,30000,2.967
Mahindra XUV500 W8 2WD,9.8,11,False,True,2179,55000,2.179
Chevrolet Cruze LTZ,9.8,13,False,True,1991,62005,1.991
Toyota Innova 2.5 V Diesel 7-seater,9.8,14,False,True,2494,136490,2.494
Maruti Ertiga SHVS VDI,9.75,8,False,True,1248,17400,1.248
BMW 3 Series 320d Highline,9.75,17,False,False,1995,170000,1.995
Audi A4 New 2.0 TDI Multitronic,9.75,17,False,False,1968,17000,1.968
Maruti SX4 S Cross DDiS 200 Zeta,9.75,8,False,True,1248,26000,1.248
Audi A4 2.0 TDI Celebration Edition,9.75,14,False,False,1968,57000,1.968
Maruti Ciaz ZDi Plus SHVS,9.75,8,False,True,1248,36381,1.248
Mahindra Scorpio S6 Plus 7 Seater,9.75,9,False,True,2179,32000,2.179
Mahindra XUV500 W8 2WD,9.75,12,False,True,2179,71231,2.179
Volkswagen Vento 1.5 TDI Highline,9.75,9,False,True,1498,62767,1.498
BMW 3 Series 320i Sedan,9.75,14,True,False,1995,7000,1.995
Renault Duster 110PS Diesel RxZ,9.75,9,False,True,1461,65257,1.461
Honda City i DTEC V,9.75,9,False,True,1498,53000,1.498
Maruti Vitara Brezza ZDi,9.75,8,False,True,1248,45000,1.248
Skoda Laura Ambition 2.0 TDI CR AT,9.75,11,False,False,1968,85071,1.968
Mercedes-Benz New C-Class C 200 CGI,9.75,14,True,False,1991,48000,1.991
Honda CR-V 2.0L 2WD MT,9.75,11,True,True,1997,56100,1.997
Toyota Corolla Altis VL AT,9.75,10,True,False,1798,68000,1.798
Maruti Grand Vitara 2.4 MT,9.74,7,True,True,2393,28786,2.393
Hyundai Verna 1.6 CRDi AT SX,9.73,9,False,False,1582,42024,1.582
Skoda Rapid 1.6 MPI AT Style,9.72,7,True,False,1598,21488,1.598
Hyundai Creta 1.6 SX,9.7,9,True,True,1591,69000,1.591
Hyundai Elantra 2.0 SX Option AT,9.69,10,True,False,1999,58239,1.999
Mahindra Thar CRDe,9.66,8,False,True,2498,28599,2.498
Skoda Rapid 1.6 MPI Ambition,9.66,6,True,True,1598,21214,1.598
Mahindra XUV500 W8 4WD,9.65,10,False,True,2179,55729,2.179
Mahindra XUV500 W4,9.65,9,False,True,2179,33000,2.179
Tata Nexon 1.2 Revotron XZ Plus,9.62,7,True,True,1198,17477,1.198
Honda City i VTEC CVT VX,9.6,10,True,False,1497,41950,1.497
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,9.6,13,False,True,2494,131000,2.494
Volkswagen Vento 1.5 TDI Highline AT,9.6,8,False,False,1498,33550,1.498
Renault Duster 110PS Diesel RxL AMT,9.6,8,False,False,1461,58151,1.461
Maruti SX4 S Cross DDiS 320 Zeta,9.58,9,False,True,1598,63316,1.598
Maruti Vitara Brezza VDi Option,9.58,8,False,True,1248,71256,1.248
Mahindra XUV500 W8 4WD,9.57,12,False,True,2179,116694,2.179
Toyota Innova 2.5 VX (Diesel) 7 Seater,9.51,13,False,True,2494,55000,2.494
Maruti Vitara Brezza ZDi Plus Dual Tone,9.51,8,False,True,1248,35981,1.248
Maruti Baleno Alpha CVT,9.51,6,True,False,1197,13574,1.197
Ford EcoSport 1.5 Ti VCT MT Signature,9.5,7,True,True,1499,13900,1.499
Mahindra XUV500 W8 4WD,9.5,12,False,True,2179,52910,2.179
Hyundai Santa Fe 2WD AT,9.5,13,False,False,2199,86000,2.199
Audi A4 1.8 TFSI,9.5,14,True,False,1781,53000,1.781
Honda BRV i-VTEC V CVT,9.5,8,True,False,1497,17000,1.497
Mahindra XUV500 W8 2WD,9.5,11,False,True,2179,31000,2.179
BMW 3 Series 320i,9.5,16,True,False,1995,40000,1.995
Honda BRV i-VTEC V CVT,9.5,8,True,False,1497,16503,1.497
Mercedes-Benz New C-Class C 220 CDI Elegance AT,9.5,15,False,False,2143,39000,2.143
Toyota Innova 2.5 GX (Diesel) 8 Seater,9.5,11,False,True,2494,77795,2.494
Mahindra Ssangyong Rexton RX7,9.5,12,False,False,2696,80000,2.696
Mahindra Scorpio S8 8 Seater,9.5,10,False,True,2179,61000,2.179
BMW 7 Series 730Ld Sedan,9.5,18,False,False,2993,75000,2.993
BMW X1 sDrive 18i,9.5,13,True,False,1995,80000,1.995
Ford Ecosport 1.5 DV5 MT Titanium,9.5,8,False,True,1498,32000,1.498
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,9.5,10,True,True,1591,26000,1.591
Skoda Superb Elegance 1.8 TSI MT,9.5,11,True,True,1798,136000,1.798
Maruti Ciaz RS ZDi Plus SHVS,9.5,9,False,True,1248,41000,1.248
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,9.5,13,False,True,1896,55000,1.896
Maruti Vitara Brezza ZDi Plus,9.49,8,False,True,1248,39000,1.248
Toyota Innova 2.5 V Diesel 7-seater,9.48,14,False,True,2494,45004,2.494
Hyundai Verna 1.6 CRDI AT SX Option,9.48,8,False,False,1582,36931,1.582
Honda BRV i-VTEC V CVT,9.48,8,True,False,1497,35676,1.497
Maruti Ciaz 1.3 Alpha,9.48,7,False,True,1248,39023,1.248
Honda City i VTEC V,9.47,8,True,True,1497,27279,1.497
Mahindra Ssangyong Rexton RX7,9.47,11,False,False,2696,91586,2.696
Ford EcoSport 1.5 TDCi Titanium,9.46,7,False,True,1498,37160,1.498
Mahindra XUV500 W8 2WD,9.46,10,False,True,2179,59182,2.179
Honda City i VTEC CVT VX,9.45,9,True,False,1497,25000,1.497
Mahindra XUV500 W6 2WD,9.45,10,False,True,2179,48000,2.179
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,9.45,11,False,True,2494,95000,2.494
Mahindra XUV500 W4,9.45,11,False,True,2179,65213,2.179
Honda City 1.5 S AT,9.45,9,True,False,1497,36000,1.497
Volkswagen Vento 1.5 TDI Highline AT,9.45,9,False,False,1498,25000,1.498
Honda City i VTEC CVT SV,9.45,9,True,False,1497,8000,1.497
Maruti Vitara Brezza ZDi Plus Dual Tone,9.44,8,False,True,1248,21248,1.248
Skoda Superb Elegance 2.0 TDI CR AT,9.44,14,False,False,1968,75000,1.968
Honda City i DTEC VX,9.44,8,False,True,1498,65850,1.498
Hyundai Creta 1.6 VTVT S,9.43,9,True,True,1591,47016,1.591
Toyota Corolla Altis Diesel D4DG,9.43,11,False,True,1364,69918,1.364
Mahindra XUV500 W6 2WD,9.4,11,False,True,2179,80000,2.179
Maruti Vitara Brezza VDi Option,9.4,7,False,True,1248,11000,1.248
Maruti Vitara Brezza ZDi Plus Dual Tone,9.38,8,False,True,1248,45362,1.248
Mercedes-Benz New C-Class 200 K AT,9.35,16,True,False,1796,28352,1.796
Toyota Innova 2.5 VX (Diesel) 8 Seater,9.35,12,False,True,2494,47234,2.494
Maruti Ciaz ZDi Plus,9.32,7,False,True,1248,68737,1.248
Hyundai Verna 1.6 CRDi AT SX,9.31,9,False,False,1582,42876,1.582
Honda Amaze VX i-VTEC,9.31,6,True,True,1198,16573,1.198
Maruti Vitara Brezza ZDi,9.3,9,False,True,1248,41372,1.248
Mahindra XUV500 W6 2WD,9.3,10,False,True,2179,37000,2.179
Mercedes-Benz E-Class 280 CDI,9.29,16,False,False,2987,80464,2.987
Honda WRV i-VTEC VX,9.29,7,True,True,1199,15135,1.199
Maruti Ciaz 1.4 Zeta,9.28,7,True,True,1373,32644,1.373
Honda Jazz 1.2 V CVT i VTEC,9.27,7,True,False,1199,20026,1.199
Toyota Fortuner 3.0 Diesel,9.25,15,False,True,2982,76000,2.982
Mahindra Thar CRDe,9.25,9,False,True,2498,19000,2.498
Mercedes-Benz New C-Class C 220 CDI Elegance AT,9.25,18,False,False,2143,39037,2.143
Mahindra XUV500 W4,9.25,9,False,True,2179,33000,2.179
Honda BRV i-VTEC V CVT,9.25,8,True,False,1497,18000,1.497
Maruti Vitara Brezza ZDi Plus Dual Tone,9.25,8,False,True,1248,33000,1.248
BMW 3 Series 320d Sedan,9.25,18,False,False,1995,74199,1.995
Hyundai Creta 1.6 CRDi SX,9.25,10,False,True,1582,43000,1.582
Mitsubishi Outlander 2.4,9.25,15,True,False,2360,39525,2.36
Ford Endeavour 3.0L 4X4 AT,9.25,13,False,False,2953,91696,2.953
Honda City i VTEC VX Option,9.25,9,True,True,1497,42000,1.497
Ford EcoSport 1.5 Diesel Titanium,9.25,7,False,True,1498,32189,1.498
BMW 3 Series 320d,9.25,15,False,False,1995,67000,1.995
Mahindra Ssangyong Rexton RX5,9.25,11,False,True,2696,58995,2.696
Maruti Ertiga VDI,9.25,7,False,True,1248,14000,1.248
Mahindra XUV500 W8 2WD,9.24,12,False,True,2179,130790,2.179
Toyota Corolla Altis Diesel D4DG,9.23,11,False,True,1364,72022,1.364
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,9.22,7,False,True,1497,4900,1.497
Ford EcoSport 1.5 Petrol Titanium,9.2,7,True,True,1497,17000,1.497
Maruti Ciaz 1.4 AT Alpha,9.2,8,True,False,1373,32000,1.373
Toyota Innova 2.5 V Diesel 7-seater,9.2,14,False,True,2494,248000,2.494
Ford Endeavour 3.0L 4X4 AT,9.2,13,False,False,2953,91000,2.953
Hyundai Creta 1.6 CRDi SX,9.2,9,False,True,1582,51000,1.582
Skoda Rapid 1.6 MPI AT Style,9.19,8,True,False,1598,13412,1.598
Honda City i VTEC CVT VX,9.19,9,True,False,1497,58197,1.497
Hyundai Verna 1.6 CRDI,9.19,9,False,True,1582,37882,1.582
Hyundai i20 1.4 Sportz,9.18,7,False,True,1396,18521,1.396
Maruti Ciaz Zeta,9.18,7,True,True,1462,10575,1.462
Maruti Ciaz Alpha,9.18,7,True,True,1462,38394,1.462
Hyundai i20 Asta Option 1.4 CRDi,9.18,8,False,True,1396,24153,1.396
Honda Jazz 1.2 V CVT i VTEC,9.15,7,True,False,1199,12794,1.199
Mitsubishi Pajero 4X4 LHD,9.15,13,False,True,2835,155566,2.835
Maruti Dzire AMT ZDI Plus,9.15,8,False,False,1248,28226,1.248
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,9.14,14,True,False,1991,71703,1.991
Maruti Vitara Brezza ZDi Plus,9.13,8,False,True,1248,38426,1.248
Mahindra Thar DI 4X4,9.11,6,False,True,2523,13024,2.523
Ford EcoSport 1.5 Ti VCT AT Titanium,9.1,7,True,False,1499,37630,1.499
Honda City i VTEC CVT VX,9.1,9,True,False,1497,60475,1.497
Skoda Laura Elegance 2.0 TDI CR AT,9.06,12,False,False,1968,72202,1.968
Maruti Vitara Brezza ZDi,9.05,8,False,True,1248,58829,1.248
Hyundai Verna 1.6 VTVT AT SX,9.03,7,True,False,1591,33858,1.591
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,9.0,14,False,True,2494,200000,2.494
BMW 3 Series 2005-2011 325i Sedan,9.0,14,True,False,2497,43706,2.497
Mahindra XUV500 W8 2WD,9.0,12,False,True,2179,140000,2.179
Maruti Grand Vitara 2.4 MT,9.0,8,True,True,2393,25000,2.393
Maruti Vitara Brezza ZDi Plus Dual Tone,9.0,9,False,True,1248,20000,1.248
Maruti Dzire AMT ZDI Plus,9.0,8,False,False,1248,41747,1.248
Hyundai Creta 1.6 VTVT S,9.0,10,True,True,1591,48200,1.591
Mahindra XUV500 W8 4WD,9.0,11,False,True,2179,81000,2.179
Hyundai Verna 1.6 CRDi S,9.0,9,False,True,1582,31000,1.582
BMW 3 Series 320d,9.0,16,False,False,1995,137000,1.995
Mahindra XUV500 W8 2WD,9.0,11,False,True,2179,70669,2.179
Hyundai Elantra CRDi SX,9.0,13,False,True,1582,125928,1.582
Maruti Vitara Brezza ZDi Plus,9.0,8,False,True,1248,48324,1.248
Mahindra XUV500 W8 4WD,9.0,12,False,True,2179,49000,2.179
Mahindra XUV500 W8 2WD,9.0,10,False,True,2179,83000,2.179
Volkswagen Passat Diesel Highline 2.0 TDI,9.0,15,False,False,1968,52000,1.968
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,9.0,13,False,True,2494,210000,2.494
Maruti SX4 S Cross DDiS 200 Zeta,8.99,9,False,True,1248,82497,1.248
Hyundai Verna SX CRDi AT,8.99,11,False,False,1582,65000,1.582
Ford EcoSport 1.5 Diesel Titanium,8.99,8,False,True,1498,30000,1.498
Toyota Fortuner 3.0 Diesel,8.99,6,False,True,2982,80000,2.982
Ford EcoSport 1.5 Diesel Titanium,8.99,8,False,True,1498,26000,1.498
Audi A6 2.7 TDI,8.95,16,False,False,2698,30000,2.698
Mercedes-Benz New C-Class C 220 CDI Avantgarde,8.95,15,False,False,2143,49000,2.143
Toyota Corolla Altis 1.8 Limited Edition,8.95,10,True,True,1798,49000,1.798
Chevrolet Cruze LTZ AT,8.95,9,False,False,1998,67774,1.998
Volkswagen Vento 1.5 TDI Highline AT,8.95,9,False,False,1498,25500,1.498
Honda City i-VTEC CVT VX,8.95,10,True,False,1497,19000,1.497
Honda City i VTEC CVT VX,8.95,9,True,False,1497,42666,1.497
Maruti SX4 S Cross DDiS 320 Zeta,8.94,9,False,True,1598,61717,1.598
Maruti S-Cross Delta DDiS 200 SH,8.92,7,False,True,1248,12923,1.248
Nissan Terrano XV Premium 110 PS Anniversary Edition,8.92,10,False,True,1461,46173,1.461
Hyundai Elite i20 Petrol Asta,8.91,8,True,True,1197,13460,1.197
Ford Ecosport 1.5 DV5 MT Titanium Optional,8.9,10,False,True,1498,45000,1.498
Hyundai Elantra 1.6 SX Option AT,8.9,11,False,False,1582,49000,1.582
Skoda Rapid 1.6 MPI AT Style Black Package,8.9,8,True,False,1598,10500,1.598
Maruti Ciaz 1.3 Alpha,8.9,8,False,True,1248,26322,1.248
Toyota Fortuner 3.0 Diesel,8.9,16,False,True,2982,92000,2.982
Maruti Vitara Brezza ZDi Plus Dual Tone,8.9,9,False,True,1248,85000,1.248
Honda WRV i-VTEC VX,8.9,8,True,True,1199,15000,1.199
Maruti Vitara Brezza ZDi,8.9,9,False,True,1248,21558,1.248
Honda City i VTEC CVT VX,8.9,10,True,False,1497,32896,1.497
Hyundai Santa Fe 4X4,8.9,14,False,True,2199,148000,2.199
Hyundai i20 1.2 Asta Option,8.9,7,True,True,1197,11691,1.197
Renault Duster 110PS Diesel RxZ AMT,8.9,9,False,False,1461,68163,1.461
Maruti Dzire AMT ZDI Plus,8.9,8,False,False,1248,19000,1.248
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,8.9,13,False,True,2494,78600,2.494
Maruti Ciaz AT ZXi,8.89,8,True,False,1373,51210,1.373
Volkswagen Ameo 1.5 TDI Highline AT,8.89,8,False,False,1498,22440,1.498
Mahindra TUV 300 2015-2019 T8,8.87,8,False,True,1493,57259,1.493
Honda Amaze V CVT Petrol,8.86,6,True,False,1199,25717,1.199
Maruti SX4 S Cross DDiS 200 Zeta,8.85,9,False,True,1248,70000,1.248
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,8.85,12,False,True,2494,94000,2.494
Maruti Vitara Brezza ZDi Plus Dual Tone,8.85,9,False,True,1248,47300,1.248
Maruti Baleno Alpha CVT,8.85,7,True,False,1197,3000,1.197
Mercedes-Benz S Class 2005 2013 S 350 L,8.85,19,True,False,3498,103000,3.498
Hyundai Elantra 2.0 SX Option AT,8.85,11,True,False,1999,46374,1.999
Mahindra XUV500 W8 2WD,8.85,10,False,True,2179,36096,2.179
Mercedes-Benz New C-Class 200 Kompressor,8.8,14,True,True,1796,62148,1.796
Ford EcoSport 1.5 TDCi Titanium,8.8,9,False,True,1498,36778,1.498
Mahindra Ssangyong Rexton RX7,8.79,12,False,False,2696,76000,2.696
Hyundai Elite i20 Asta Option,8.78,6,True,True,1197,21134,1.197
Hyundai Creta 1.6 VTVT S,8.77,9,True,True,1591,36855,1.591
Maruti Ciaz 1.4 Delta,8.76,7,True,True,1373,7784,1.373
Hyundai Elantra CRDi SX AT,8.75,12,False,False,1582,51000,1.582
Maruti Ciaz ZDi Plus,8.75,9,False,True,1248,29000,1.248
BMW 5 Series 530i Sedan,8.75,15,True,False,2996,24000,2.996
Skoda Rapid 1.6 MPI AT Style Plus,8.75,8,True,False,1598,24000,1.598
Mitsubishi Pajero 2.8 SFX,8.75,17,False,True,2835,160000,2.835
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,8.75,15,False,True,2494,118000,2.494
BMW 3 Series 320d Corporate Edition,8.75,13,False,False,1995,76000,1.995
Maruti Vitara Brezza ZDi,8.75,7,False,True,1248,2900,1.248
Mahindra XUV500 W6 2WD,8.75,10,False,True,2179,82000,2.179
Maruti Ertiga ZDI,8.75,9,False,True,1248,85423,1.248
Skoda Octavia Ambition 1.4 TSI MT,8.75,12,True,True,1395,21000,1.395
Ford Ecosport 1.5 DV5 MT Titanium Optional,8.75,8,False,True,1498,30000,1.498
Ford EcoSport 1.5 Petrol Titanium,8.75,8,True,True,1497,21800,1.497
Mahindra TUV 300 2015-2019 T8,8.75,8,False,True,1493,22251,1.493
Maruti Ertiga ZDI,8.75,10,False,True,1248,74000,1.248
Honda City i VTEC VX Option,8.75,9,True,True,1497,28000,1.497
Honda City 1.5 V AT Sunroof,8.73,9,True,False,1497,47681,1.497
Maruti Baleno Zeta 1.2,8.7,6,True,True,1197,17705,1.197
Maruti Ertiga SHVS VDI,8.7,7,False,True,1248,38000,1.248
Hyundai Verna VTVT 1.6 SX,8.7,7,True,True,1591,5000,1.591
Maruti Ertiga SHVS ZDI Plus,8.7,9,False,True,1248,50000,1.248
Hyundai Verna 1.6 CRDi AT S,8.7,9,False,False,1582,33000,1.582
Maruti Baleno Alpha Diesel,8.7,7,False,True,1248,2000,1.248
Hyundai Verna 1.6 CRDi SX,8.65,8,False,True,1582,25000,1.582
Maruti Swift DDiS ZDI Plus,8.65,7,False,True,1248,5456,1.248
Ford EcoSport 1.5 Ti VCT MT Titanium BE,8.65,8,True,True,1499,2000,1.499
Honda City i-VTEC CVT VX,8.65,10,True,False,1497,30000,1.497
Renault Duster 110PS Diesel RXZ Option,8.65,10,False,True,1461,60000,1.461
Maruti Vitara Brezza ZDi Plus,8.63,7,False,True,1248,50075,1.248
Maruti Vitara Brezza VDi Option,8.62,7,False,True,1248,51921,1.248
Maruti Vitara Brezza LDi,8.61,8,False,True,1248,35384,1.248
Maruti Baleno RS Petrol,8.61,7,True,True,998,26731,0.998
Hyundai i20 1.4 Sportz,8.61,6,False,True,1396,32251,1.396
Hyundai i20 Active SX Dual Tone Petrol,8.6,6,True,True,1197,1000,1.197
Hyundai Verna 1.6 CRDI AT SX Option,8.6,9,False,False,1582,27000,1.582
Maruti Baleno Alpha Automatic,8.6,8,True,False,1197,14900,1.197
Skoda Rapid 1.5 TDI AT Elegance,8.59,9,False,False,1498,46630,1.498
Renault Duster 110PS Diesel RxZ,8.58,10,False,True,1461,76427,1.461
Maruti Dzire AMT ZDI Plus,8.55,7,False,False,1248,64035,1.248
Maruti Swift Dzire VDI Optional,8.51,6,False,True,1248,18592,1.248
Mahindra XUV500 W8 4WD,8.5,12,False,True,2179,55000,2.179
Maruti Baleno Delta 1.3,8.5,8,False,True,1248,20000,1.248
Mahindra XUV500 W6 2WD,8.5,11,False,True,2179,55000,2.179
Renault Koleos 2.0 Diesel,8.5,12,False,False,1995,70000,1.995
Mercedes-Benz New C-Class C 200 CGI Avantgarde,8.5,14,True,False,1796,50000,1.796
Volkswagen Vento 1.2 TSI Highline AT,8.5,9,True,False,1197,55001,1.197
Skoda Rapid 1.5 TDI Ambition,8.5,9,False,True,1498,41000,1.498
Toyota Innova 2.5 V Diesel 7-seater,8.5,14,False,True,2494,112000,2.494
Nissan Terrano XV Premium 110 PS,8.5,12,False,True,1461,85000,1.461
Honda City V AT,8.5,10,True,False,1497,32000,1.497
Honda City i-VTEC V,8.5,8,True,True,1497,11000,1.497
Mahindra Scorpio S4 Plus,8.5,10,False,True,2179,35000,2.179
Honda Amaze VX Diesel,8.5,7,False,True,1498,12000,1.498
Mercedes-Benz New C-Class C 220 CDI CLASSIC,8.5,16,False,True,2148,116000,2.148
BMW 3 Series 320d Highline,8.5,16,False,False,1995,61500,1.995
Audi A4 2.0 TDI,8.5,16,False,False,1968,46000,1.968
Maruti Ciaz ZDi SHVS,8.5,9,False,True,1248,50000,1.248
Maruti Baleno Delta 1.3,8.5,7,False,True,1248,17810,1.248
Ford Endeavour 3.0L 4X4 AT,8.5,14,False,False,2953,100000,2.953
Maruti Ertiga ZDI,8.5,9,False,True,1248,33000,1.248
Hyundai Elantra CRDi SX AT,8.5,12,False,False,1582,48823,1.582
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,8.5,16,False,True,2494,156056,2.494
Maruti Ciaz VDi Plus SHVS,8.5,8,False,True,1248,38282,1.248
Mahindra Scorpio S6 7 Seater,8.5,10,False,True,2179,52373,2.179
Honda BR-V i-VTEC S MT,8.5,8,True,True,1497,9000,1.497
